Unnamed: 0,time,title,Tuples,s,p,o,sp,po,spo,open price change,close price change
703,20080103 04:03 PM EST,Thomson Integrates the Power of Google Local Search into New Line of Devices,"('Power', 'Search into', 'New Line')",Power,Search into,New Line,Power Search into,Search into New Line,Power Search into New Line,-3.790801999999985,0.06973199999998769
704,20080103 08:34 AM EST,"""Stock"" beats ""sex"" on Google China","('Stock', 'beats', 'sex')",Stock,beats,sex,Stock beats,beats sex,Stock beats sex,-3.790801999999985,0.06973199999998769
705,20080104 05:51 AM EST,Research and Markets: Google's Announcement of Android and the Open Handset Alliance...,"('Google', 'has', 'Announcement of Android')",Google,has,Announcement of Android,Google has,has Announcement of Android,Google has Announcement of Android,-2.7745970000000284,-14.112121000000002
706,20080107 08:19 PM EST,"Matsushita's Panasonic, Google to launch Internet TVs","('Google', 'launch', 'Internet TVs')",Google,launch,Internet TVs,Google launch,launch Internet TVs,Google launch Internet TVs,-12.826904999999954,-3.8605039999999917
707,20080107 06:48 PM EST,"Matsushita's Panasonic, Google to work on Internet TVs","('Matsushita', 'has', 'Panasonic Google to work on Internet TVs')",Matsushita,has,Panasonic Google to work on Internet TVs,Matsushita has,has Panasonic Google to work on Internet TVs,Matsushita has Panasonic Google to work on Internet TVs,-12.826904999999954,-3.8605039999999917
708,20080107 02:00 PM EST,"Panasonic Brings Photos, Videos To Consumers' Living Rooms With Google and YouTube","('Panasonic', 'Brings', 'Photos')",Panasonic,Brings,Photos,Panasonic Brings,Brings Photos,Panasonic Brings Photos,-12.826904999999954,-3.8605039999999917
710,20080107 03:55 AM EST,Google considers data center in Lithuania: report,"('Google', 'considers', 'data center in Lithuania')",Google,considers,data center in Lithuania,Google considers,considers data center in Lithuania,Google considers data center in Lithuania,-12.826904999999954,-3.8605039999999917
711,20080107 12:29 AM EST,Google appoints former SK Tel exec China sales VP,"('Google', 'appoints', 'former SK Tel exec China sales VP')",Google,appoints,former SK Tel exec China sales VP,Google appoints,appoints former SK Tel exec China sales VP,Google appoints former SK Tel exec China sales VP,-12.826904999999954,-3.8605039999999917
712,20080108 11:48 AM EST,Yahoo services to run on Google-based phones,"('Yahoo services', 'run on', 'based phones')",Yahoo services,run on,based phones,Yahoo services run on,run on based phones,Yahoo services run on based phones,-0.46826099999998405,-8.752197999999964
713,20080108 10:17 AM EST,Panasonic and Google to launch Internet TVs,"('Panasonic', 'launch', 'Internet TVs')",Panasonic,launch,Internet TVs,Panasonic launch,launch Internet TVs,Panasonic launch Internet TVs,-0.46826099999998405,-8.752197999999964
714,20080108 07:10 AM EST, ReachLocal(TM) Forms Strategic Alliance With Google,"('ReachLocal Forms Strategic Alliance', 'is With', 'Google')",ReachLocal Forms Strategic Alliance,is With,Google,ReachLocal Forms Strategic Alliance is With,is With Google,ReachLocal Forms Strategic Alliance is With Google,-0.46826099999998405,-8.752197999999964
715,20080108 07:05 AM EST, ReachLocal(TM) Forms Strategic Alliance With Google,"('ReachLocal Forms Strategic Alliance', 'is With', 'Google')",ReachLocal Forms Strategic Alliance,is With,Google,ReachLocal Forms Strategic Alliance is With,is With Google,ReachLocal Forms Strategic Alliance is With Google,-0.46826099999998405,-8.752197999999964
717,20080109 03:05 PM EST,Magellan(R) Maestro(TM) Elite 5340+GPRS with Google(TM) Local Search Earns Popular...,"('Magellan', 'is with', 'Google')",Magellan,is with,Google,Magellan is with,is with Google,Magellan is with Google,-11.437134000000071,10.719818999999973
718,20080109 10:48 AM EST,Leading E-Retailer Etronics.com to Discuss Benefits of Google Checkout(TM) at CES,"('Etronics.com', 'Discuss', 'Benefits of Google Checkout')",Etronics.com,Discuss,Benefits of Google Checkout,Etronics.com Discuss,Discuss Benefits of Google Checkout,Etronics.com Discuss Benefits of Google Checkout,-11.437134000000071,10.719818999999973
719,20080109 06:15 AM EST,"B2B Websites Find Alternative to Google AdSense, Yahoo! Partner Network","('B2B Websites', 'Find', 'Alternative to Google AdSense')",B2B Websites,Find,Alternative to Google AdSense,B2B Websites Find,Find Alternative to Google AdSense,B2B Websites Find Alternative to Google AdSense,-11.437134000000071,10.719818999999973
720,20080110 07:00 AM EST,The Weather Channel Interactive Introduces New Weather Mapplet for Google Maps; Selected...,"('Weather Channel Interactive', 'Introduces New Weather Mapplet for', 'Google Maps')",Weather Channel Interactive,Introduces New Weather Mapplet for,Google Maps,Weather Channel Interactive Introduces New Weather Mapplet for,Introduces New Weather Mapplet for Google Maps,Weather Channel Interactive Introduces New Weather Mapplet for Google Maps,7.457062000000008,-3.222931000000017
721,20080111 04:08 PM EST,Google CEO and Chairman Speaks at NASA 50th Anniversary Event,"('Google CEO', 'Speaks at', 'NASA 50th Anniversary Event')",Google CEO,Speaks at,NASA 50th Anniversary Event,Google CEO Speaks at,Speaks at NASA 50th Anniversary Event,Google CEO Speaks at NASA 50th Anniversary Event,-1.1506959999999822,-4.224152000000004
722,20080111 02:01 PM EST,Google to Announce Fourth Quarter 2007 Financial Results,"('Google', 'Announce', 'Quarter 2007 Financial Results')",Google,Announce,Quarter 2007 Financial Results,Google Announce,Announce Quarter 2007 Financial Results,Google Announce Quarter 2007 Financial Results,-1.1506959999999822,-4.224152000000004
725,20080111 06:49 AM EST,IncrediMail Receives Notice from Google Regarding AdSense Program,"('IncrediMail', 'Receives Notice from', 'Google')",IncrediMail,Receives Notice from,Google,IncrediMail Receives Notice from,Receives Notice from Google,IncrediMail Receives Notice from Google,-1.1506959999999822,-4.224152000000004
726,20080114 09:44 PM EST,Google can bid in wireless auction: regulators,"('Google', 'can bid regulators in', 'auction')",Google,can bid regulators in,auction,Google can bid regulators in,can bid regulators in auction,Google can bid regulators in auction,4.204253999999992,7.755921000000001
727,20080114 06:36 PM EST,Google can bid in wireless auction: regulators,"('Google', 'can bid regulators in', 'auction')",Google,can bid regulators in,auction,Google can bid regulators in,can bid regulators in auction,Google can bid regulators in auction,4.204253999999992,7.755921000000001
728,20080114 11:42 AM EST,"Google, MySpace and FunkySexyCool Taking Social Communities Mobile","('FunkySexyCool', 'Taking', 'Social Communities Mobile')",FunkySexyCool,Taking,Social Communities Mobile,FunkySexyCool Taking,Taking Social Communities Mobile,FunkySexyCool Taking Social Communities Mobile,4.204253999999992,7.755921000000001
731,20080115 04:03 PM EST,DCNR Aerial Photography Now Featured On Google Earth Web Site,"('DCNR Aerial Photography', 'Featured On', 'Google Earth Web Site')",DCNR Aerial Photography,Featured On,Google Earth Web Site,DCNR Aerial Photography Featured On,Featured On Google Earth Web Site,DCNR Aerial Photography Featured On Google Earth Web Site,-2.610229000000004,-8.054809999999975
732,20080115 10:11 AM EST,Clearwire plans to offer Google applications,"('Clearwire', 'offer', 'Google applications')",Clearwire,offer,Google applications,Clearwire offer,offer Google applications,Clearwire offer Google applications,-2.610229000000004,-8.054809999999975
733,20080115 09:00 AM EST,Clearwire and Google Collaborate to Offer Search and Communications Tools,"('Google', 'Offer', 'Search')",Google,Offer,Search,Google Offer,Offer Search,Google Offer Search,-2.610229000000004,-8.054809999999975
734,20080115 04:02 AM EST,CMS Watch Finds Omniture and Google Analytics Over-Hyped,"('CMS Watch', 'Finds', 'Omniture')",CMS Watch,Finds,Omniture,CMS Watch Finds,Finds Omniture,CMS Watch Finds Omniture,-2.610229000000004,-8.054809999999975
735,20080116 10:01 PM EST,Google.org to Discuss Five Strategic Initiatives,"('Google.org', 'Discuss', 'Five Strategic Initiatives')",Google.org,Discuss,Five Strategic Initiatives,Google.org Discuss,Discuss Five Strategic Initiatives,Google.org Discuss Five Strategic Initiatives,-8.433380999999997,-10.80947900000001
736,20080116 03:42 PM EST,IMSI/Design Announces IDX Renditioner Plug-In for Google SketchUp On Macintosh,"('IMSI Design', 'Announces IDX Renditioner Plug In for', 'Google SketchUp')",IMSI Design,Announces IDX Renditioner Plug In for,Google SketchUp,IMSI Design Announces IDX Renditioner Plug In for,Announces IDX Renditioner Plug In for Google SketchUp,IMSI Design Announces IDX Renditioner Plug In for Google SketchUp,-8.433380999999997,-10.80947900000001
737,20080116 01:22 PM EST, CrownPeak Announces Integrated Support for Google's Open Social,"('Google', 'for', 'Open Social')",Google,for,Open Social,Google for,for Open Social,Google for Open Social,-8.433380999999997,-10.80947900000001
738,20080116 12:06 PM EST," Google, Specialized Bicycles, and Goodby, Silverstein & Partners Improve the Planet Through Innovation","('Goodby', 'Improve', 'Planet')",Goodby,Improve,Planet,Goodby Improve,Improve Planet,Goodby Improve Planet,-8.433380999999997,-10.80947900000001
740,20080117 04:38 PM EST,Google.org expands funding to attack world crises,"('funding', 'attack', 'world crises')",funding,attack,world crises,funding attack,attack world crises,funding attack world crises,-4.089659999999981,-7.55169699999999
741,20080117 03:32 PM EST,Google.org expands funding to attack world crises,"('funding', 'attack', 'world crises')",funding,attack,world crises,funding attack,attack world crises,funding attack world crises,-4.089659999999981,-7.55169699999999
742,20080117 03:32 PM EST,Google.org expands funding to attack world crises,"('funding', 'attack', 'world crises')",funding,attack,world crises,funding attack,attack world crises,funding attack world crises,-4.089659999999981,-7.55169699999999
743,20080117 11:37 AM EST,"Google Sites' Share of Online Video Market Expands to 31 Percent in November 2007,...","(""Google Sites ' Share"", 'Expands in', 'November 2007')",Google Sites ' Share,Expands in,November 2007,Google Sites ' Share Expands in,Expands in November 2007,Google Sites ' Share Expands in November 2007,-4.089659999999981,-7.55169699999999
744,20080117 11:08 AM EST,Pearl Research Study Shows Google Lacks Awareness Among Chinese Internet Users,"('Google', 'Lacks Awareness Among', 'Chinese Internet Users')",Google,Lacks Awareness Among,Chinese Internet Users,Google Lacks Awareness Among,Lacks Awareness Among Chinese Internet Users,Google Lacks Awareness Among Chinese Internet Users,-4.089659999999981,-7.55169699999999
745,20080117 10:55 AM EST,"Google.org Announces Core Initiatives to Combat Climate Change, Poverty and Emerging...","('Google.org', 'Announces Core Initiatives to', 'Combat Climate Change')",Google.org,Announces Core Initiatives to,Combat Climate Change,Google.org Announces Core Initiatives to,Announces Core Initiatives to Combat Climate Change,Google.org Announces Core Initiatives to Combat Climate Change,-4.089659999999981,-7.55169699999999
746,20080117 06:00 AM EST,Google.org to Discuss Five Strategic Initiatives,"('Google.org', 'Discuss', 'Five Strategic Initiatives')",Google.org,Discuss,Five Strategic Initiatives,Google.org Discuss,Discuss Five Strategic Initiatives,Google.org Discuss Five Strategic Initiatives,-4.089659999999981,-7.55169699999999
747,20080121 09:49 PM EST,Google spars with European lawmakers over privacy,"('Google', 'spars with', 'lawmakers')",Google,spars with,lawmakers,Google spars with,spars with lawmakers,Google spars with lawmakers,-23.078521000000023,-7.920318000000009
748,20080121 01:54 PM EST,Google spars with European lawmakers over privacy,"('Google', 'spars with', 'lawmakers')",Google,spars with,lawmakers,Google spars with,spars with lawmakers,Google spars with lawmakers,-23.078521000000023,-7.920318000000009
749,20080121 03:21 AM EST,TEXT-Google reinstates IncrediMail's AdSense account,"('Google', 'reinstates', ""IncrediMail 's AdSense account"")",Google,reinstates,IncrediMail 's AdSense account,Google reinstates,reinstates IncrediMail 's AdSense account,Google reinstates IncrediMail 's AdSense account,-23.078521000000023,-7.920318000000009
750,20080121 02:06 AM EST,Google Re-Instates IncrediMail's AdSense Online Account,"('Google Re-Instates IncrediMail', 'has', 'AdSense Online Account')",Google Re-Instates IncrediMail,has,AdSense Online Account,Google Re-Instates IncrediMail has,has AdSense Online Account,Google Re-Instates IncrediMail has AdSense Online Account,-23.078521000000023,-7.920318000000009
752,20080122 01:17 PM EST,"Publicis, Google reveal digital advertising cooperation","('Publicis', 'reveal', 'digital advertising cooperation')",Publicis,reveal,digital advertising cooperation,Publicis reveal,reveal digital advertising cooperation,Publicis reveal digital advertising cooperation,-23.078521000000023,-7.920318000000009
755,20080122 10:03 AM EST,Google-funded firm launches DNA test in Europe,"('funded firm', 'launches', 'DNA test')",funded firm,launches,DNA test,funded firm launches,launches DNA test,funded firm launches DNA test,-23.078521000000023,-7.920318000000009
756,20080122 08:00 AM EST,Google Tops Fortune's 2008 List of '100 Best Companies to Work For',"('Fortune', 'has', '2008 List of 100 Best Companies')",Fortune,has,2008 List of 100 Best Companies,Fortune has,has 2008 List of 100 Best Companies,Fortune has 2008 List of 100 Best Companies,-23.078521000000023,-7.920318000000009
758,20080123 09:06 PM EST,NTT DoCoMo to brief on tie-up with Google 0600 GMT,"('NTT DoCoMo', 'brief on', 'tie up')",NTT DoCoMo,brief on,tie up,NTT DoCoMo brief on,brief on tie up,NTT DoCoMo brief on tie up,-0.6575320000000033,-17.79830899999996
759,20080123 01:00 PM EST,Baidu aims to take on Google and Yahoo in Japan,"('Baidu', 'take on', 'Google')",Baidu,take on,Google,Baidu take on,take on Google,Baidu take on Google,-0.6575320000000033,-17.79830899999996
760,20080124 05:52 AM EST,Google ties up with Japan's DoCoMo to grow abroad,"('Google', 'ties up', ""with Japan 's DoCoMo grow"")",Google,ties up,with Japan 's DoCoMo grow,Google ties up,ties up with Japan 's DoCoMo grow,Google ties up with Japan 's DoCoMo grow,-0.9514159999999947,12.886717999999917
